time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-11-19 00:00:00+00:00,14.0,13.0,117,13
2023-11-20 00:00:00+00:00,5.0,5.0,63,18
2023-11-21 00:00:00+00:00,,,20,14
