url_path,views_total,views_unique
/profeshnul-duvlupur/email-tsunami,267,151
/profeshnul-duvlupur/email-tsunami/tree/master/.github/workflows,64,25
/profeshnul-duvlupur/email-tsunami/stargazers,27,10
/profeshnul-duvlupur/email-tsunami/blob/master/.github/workflows/dd.yml,19,9
/profeshnul-duvlupur/email-tsunami/issues,15,10
/profeshnul-duvlupur/email-tsunami/tree/master/.github,15,4
/profeshnul-duvlupur/email-tsunami/tree/master,11,6
/profeshnul-duvlupur/email-tsunami/blob/master/README.md,10,3
/profeshnul-duvlupur/email-tsunami/issues/1,5,5
/profeshnul-duvlupur/email-tsunami/blob/master/LICENSE,4,2
