url_path,views_total,views_unique
/profeshnul-duvlupur/email-tsunami,299,179
/profeshnul-duvlupur/email-tsunami/tree/master/.github/workflows,91,32
/profeshnul-duvlupur/email-tsunami/blob/master/.github/workflows/dd.yml,32,15
/profeshnul-duvlupur/email-tsunami/tree/master/.github,20,7
/profeshnul-duvlupur/email-tsunami/blob/master/README.md,14,5
/profeshnul-duvlupur/email-tsunami/blob/master/LICENSE,11,5
/profeshnul-duvlupur/email-tsunami/issues,8,7
/profeshnul-duvlupur/email-tsunami/tree/master,8,6
/profeshnul-duvlupur/email-tsunami/stargazers,7,5
/profeshnul-duvlupur/email-tsunami/commits,3,2
